Title,Link,Status,Start_date,Deadline,Pertinence,Matching Word(s)
Privacy Enhancing Technologies,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-02-CS-ECCC-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Open For Submission,12 June 2025,12 November 2025,No,
Security of implementations of Post-Quantum Cryptography algorithms,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-02-CS-ECCC-05?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Open For Submission,12 June 2025,12 November 2025,No,
Generative AI for Cybersecurity applications,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-02-CS-ECCC-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Open For Submission,12 June 2025,12 November 2025,No,
Integration of Post-Quantum Cryptography (PQC) algorithms into high-level protocols,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-02-CS-ECCC-06?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,12 June 2025,12 November 2025,No,
Transition to post-quantum Public Key Infrastructures,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-ECCC-2025-DEPLOY-CYBER-08-PUBLICPQC?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,12 June 2025,07 October 2025,No,
CETPartnership Joint Call 2025,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/10946?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,11 June 2025,09 October 2025,No,
Open Horizons Open Call #1,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11126?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,11 June 2025,21 August 2025,No,
#BeActive-EU-SPORT-AWARDS – Inclusion,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-SPORT-2025-EU-AWARDS-INCLUSION?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,11 June 2025,24 September 2025,No,
#BeActive-EU-SPORT-AWARDS – Physical activity,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-SPORT-2025-EU-AWARDS-PHYSICAL-ACTIVITY?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,11 June 2025,24 September 2025,No,
#BeActive-EU-SPORT-AWARDS - Across generations,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-SPORT-2025-EU-AWARDS-GENERATIONS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,11 June 2025,24 September 2025,No,
#BeActive-EU-SPORT-AWARDS-Volunteering,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-SPORT-2025-EU-AWARDS-VOLUNTEERING?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,11 June 2025,24 September 2025,No,
#BeActive-EU-SPORT-AWARDS-Peace,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-SPORT-2025-EU-AWARDS-PEACE?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,11 June 2025,24 September 2025,No,
XR2Industry 3rd Open Call for use cases,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11064?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,12 August 2025,No,
Call No. 1 for proposals for NGOs to participate in capacity building and receive financial support,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11142?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,20 August 2025,Yes,capacity building
Call for excellence scholarships for students of the Master's program AI & Health at Stockholm University,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11107?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,15 August 2025,No,
The DeepTechers,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11072?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,18 August 2025,Yes,deeptech
Enhanced Learning Strategies for General Purpose AI: Advancing GenAI4EU (RIA) (AI/Data/Robotics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-04-DIGITAL-EMERGING-07?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Software Engineering for AI and generative AI (RIA) (AI/Data/Robotics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-04-DATA-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Community Centres of Excellence,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-EUROHPC-2026-COE-LH-01-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,20 January 2026,No,
GenAI4EU central Hub (CSA) (AI/Data/Robotics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-HUMAN-18?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Challenge-Driven GenAI4EU Booster (RIA) (AI/Data/Robotics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DIGITAL-EMERGING-09?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Advanced sensor technologies and multimodal sensor integration for multiple application domains (IA) (Photonics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-04-DIGITAL-EMERGING-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Soft Robotics for Advanced physical capabilities (IA) (AI/Data/Robotics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-04-DIGITAL-EMERGING-05?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Specific support for the Virtual Worlds Partnership and the Web 4.0 initiative (CSA) (Virtual Worlds Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-HUMAN-17?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Assessment methodologies for General Purpose AI capabilities and risks (RIA) (AI/Data/Robotics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-04-DIGITAL-EMERGING-04?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
GenAI for Africa,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-04-HUMAN-08?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Post-exascale HPC (CSA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DIGITAL-EMERGING-04?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Quantum Computing – complementing the quantum computing FPAs with the development of a technology agnostic software stack (RIA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DIGITAL-EMERGING-02?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
"Innovative Advanced Materials (IAMs) for photonics, enabling low-power and ultra-broadband performance for telecommunication (RIA) (Innovative Advanced Materials for Europe partnership)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-MATERIALS-46?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Strengthening the fabless Start-up and SME ecosystem in Europe (CSA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DIGITAL-EMERGING-08?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Continuation of the Quantum Technologies Flagship (CSA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DIGITAL-EMERGING-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Open Internet Stack: development of technological commons/open-source 3C building blocks (RIA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DATA-11?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Empowering AI/generative AI along the Cognitive Computing continuum (RIA) (AI/Data/Robotics Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-04-DATA-02?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Preparing the Advancement of the state of the art of submarine cable infrastructures (CSA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DATA-12?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
"Fostering Innovative and Compliant Data Ecosystems (IA) (AI, Data and Robotics Partnership)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DATA-13?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Roadmap for next generation computing technologies from IoT device level to edge to cloud to HPC (CSA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DATA-10?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Lighthouse Codes for HPC Applications,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-EUROHPC-2026-COE-LH-01-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,20 January 2026,No,
Transversal Centres of Excellence,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-EUROHPC-2026-COE-LH-01-02?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,20 January 2026,No,
"Alignment of stakeholders towards the supply-side large-scale pilot of end-to-end infrastructures integrating device, network computing and communication capabilities (CSA)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DATA-09?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Core technologies for virtual worlds (RIA) (Virtual Worlds and Photonics Partnerships),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-HUMAN-14?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Drive the evolution of the internet towards open and interoperable Web 4.0 and Virtual Worlds: building blocks in priority areas (RIA) (Virtual Worlds Partnership),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-HUMAN-16?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
"Large-scale pilots for supply end-to-end infrastructures integrating device, network computing and communication capabilities for Telco Edge Cloud deployments, as a basis for Connected Collaborative Computing Networks (3C networks) (RIA)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DATA-08?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
International cooperation in semiconductors (CSA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-HUMAN-19?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Supporting Digital Partnerships in Quantum technologies (RIA),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DIGITAL-EMERGING-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
"Innovative Advanced Materials (IAMs) for conformable, flexible or stretchable electronics (RIA) (Innovative Advanced Materials for Europe partnership)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-MATERIALS-47?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Robust and trustworthy GenerativeAI for Robotics and industrial automation (RIA) (AI/Data/Robotics & Made in Europe Partnerships),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-DIGITAL-EMERGING-07?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
GenAI4EU: Generative AI for Virtual Worlds: Advanced technologies for better performance and hyper personalised and immersive experience (IA) (AI/Data/Robotics & Virtual Worlds Partnerships),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2025-03-HUMAN-15?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,02 October 2025,No,
Training of national judges in EU competition law,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-COMP-2025-JUDG?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,10 June 2025,24 September 2025,No,
Call for Grant Proposals: Code4Europe,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11066?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,06 June 2025,06 August 2025,No,
Subvenții pentru educație pentru evenimente și inițiative educaționale inovatoare în cadrul EU Code Week 2025,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11076?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Open For Submission,06 June 2025,06 August 2025,No,
Small Grants for Grassroots Coding Projects in Belgium and the Netherlands as part of EU Code Week,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11070?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,06 June 2025,22 August 2025,No,
ROVA - Roma CSOs promoting EU values,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11121?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,05 June 2025,05 August 2025,No,
"5th REINFORCING Open Call (Incubators Call) on ""Responsible Digitalization""","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11122?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,05 June 2025,05 August 2025,No,
EP PerMed Education Call 2025: The EP PerMed Guide to Personalised Medicine for Healthcare Professionals,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11104?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,04 June 2025,09 September 2025,No,
Second call for business experiments addressing the uptake of HPC by SMEs,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11080?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,04 June 2025,26 August 2025,No,
DIGITAL-JU-CHIPS-2025-CSA-DET,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-JU-CHIPS-2025-CSA-DET?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,04 June 2025,30 July 2025,No,
SOFT Innovation Prize 2026,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EURATOM-2026-SOFT-PRIZE?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,03 June 2025,03 March 2026,No,
Aspektus+ Regional Funding Program: Call 1) Hatókör and Call 2) Helyben ható,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11102?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,01 August 2025,No,
Code4Portugal,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/10381?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,02 August 2025,No,
FS4Africa Open Call 1 (OC1) addressed to research and technology stakeholders,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/10926?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,30 September 2025,No,
CALL FOR PROPOSALS – Coding Education Grants per eventi e iniziative didattiche innovative nell’ambito della EU Code Week 2025,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11067?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,01 August 2025,No,
SOILSCAPE Open Call,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11065?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,30 September 2025,No,
Women TechEU Open Call #4,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11108?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,04 August 2025,No,
Journalism Science Alliance - call 1,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11090?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,04 August 2025,No,
#2 OPEN CALL | LAUDS REPLICATION (OC-2024-LAUDSREP-01),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11078?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,04 September 2025,No,
COMHOM Subgranting Call,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11103?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,15 July 2025,No,
EUDOROS Open Call #1,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11105?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,02 June 2025,06 August 2025,No,
ENVELOPE 1st Open Call,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/10928?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,01 June 2025,31 July 2025,No,
NGI TALER open call (2025-08T),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/10468?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,01 June 2025,01 August 2025,No,
NGI Fediversity open call (2025-08F),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/10464?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,01 June 2025,01 August 2025,No,
NGI Zero Commons Fund (2025-08Z),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/10462?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,01 June 2025,01 August 2025,No,
Thematic grants,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11075?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,30 May 2025,29 August 2025,No,
"Open Call for Artists, Citizens and Designers","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11083?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,30 May 2025,30 July 2025,No,
Open call for Urban Factories,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11084?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,30 May 2025,30 July 2025,No,
MSCA Doctoral Networks 2025,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MSCA-2025-DN-01-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,28 May 2025,25 November 2025,No,
Co-design of the SPSI Methodological Infrastructure of the Future Science Service for Biodiversity (SSBD),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11079?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,27 May 2025,31 August 2025,No,
"Call for proposals to promote civil society organisations’ awareness of, capacity building and implementation of the EU Charter of Fundamental Rights","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2025-CHAR-LITI?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,27 May 2025,18 September 2025,Yes,capacity building
Develop Open Call,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11074?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,26 May 2025,31 July 2025,No,
OPEN: Brazil,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11073?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,25 May 2025,28 July 2025,No,
EIT RM - Fast Track 2025,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/11069?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,23 May 2025,10 July 2025,No,
Experimental protocols for estimation of pest survey parameters,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUBA-EFSA-2025-PLANTS-02?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,22 May 2025,24 September 2025,No,
Interregional Innovation Investments Strand 2a,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/I3-2025-INV2a?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,22 May 2025,13 November 2025,No,
Interregional Innovation Investments Strand 1,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/I3-2025-INV1?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,22 May 2025,13 November 2025,No,
6G NTN-TN Unification/Integration,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-SNS-2025-01-STREAM-B-03-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,22 May 2025,18 September 2025,No,
Advanced IoT and Device Technologies,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-SNS-2025-01-STREAM-B-01-02?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,22 May 2025,18 September 2025,No,
Microelectronic – Front-End Module (FEM),"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-SNS-2025-01-STREAM-B-05?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate",Open For Submission,22 May 2025,18 September 2025,No,
